series_id,series_title,area_code,area_name,item_code,item_name,seasonal,periodicity_code,base_period,base_code
"CUUR0100SAE      ","Education and communication in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAE,"Education and communication",U,R,"DECEMBER 1997=100",S
"CUUR0100SAEC     ","Education and communication commodities in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAEC,"Education and communication commodities",U,R,"DECEMBER 2009=100",S
"CUUR0100SAES     ","Education and communication services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAES,"Education and communication services",U,R,"DECEMBER 2009=100",S
"CUUR0100SAF      ","Food and beverages in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAF,"Food and beverages",U,R,1982-84=100,S
"CUUR0100SAF1     ","Food in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAF1,Food,U,R,1982-84=100,S
"CUUR0100SAF11    ","Food at home in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAF11,"Food at home",U,R,1982-84=100,S
"CUUR0100SAF111   ","Cereals and bakery products in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAF111,"Cereals and bakery products",U,R,1982-84=100,S
"CUUR0100SAF112   ","Meats, poultry, fish, and eggs in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAF112,"Meats, poultry, fish, and eggs",U,R,1982-84=100,S
"CUUR0100SAF113   ","Fruits and vegetables in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAF113,"Fruits and vegetables",U,R,1982-84=100,S
"CUUR0100SAF114   ","Nonalcoholic beverages and beverage materials in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAF114,"Nonalcoholic beverages and beverage materials",U,R,1982-84=100,S
"CUUR0100SAF115   ","Other food at home in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAF115,"Other food at home",U,R,1982-84=100,S
"CUUR0100SAF116   ","Alcoholic beverages in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAF116,"Alcoholic beverages",U,R,1982-84=100,S
"CUUR0100SAG      ","Other goods and services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAG,"Other goods and services",U,R,1982-84=100,S
"CUUR0100SAGC     ","Other goods in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAGC,"Other goods",U,R,"DECEMBER 2009=100",S
"CUUR0100SAGS     ","Other personal services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAGS,"Other personal services",U,R,"DECEMBER 2009=100",S
"CUUR0100SAH      ","Housing in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAH,Housing,U,R,1982-84=100,S
"CUUR0100SAH1     ","Shelter in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAH1,Shelter,U,R,1982-84=100,S
"CUUR0100SAH2     ","Fuels and utilities in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAH2,"Fuels and utilities",U,R,1982-84=100,S
"CUUR0100SAH21    ","Household energy in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAH21,"Household energy",U,R,1982-84=100,S
"CUUR0100SAH3     ","Household furnishings and operations in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAH3,"Household furnishings and operations",U,R,1982-84=100,S
"CUUR0100SAH31    ","Household furnishings and supplies in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAH31,"Household furnishings and supplies",U,R,"DECEMBER 2009=100",S
"CUUR0100SAM      ","Medical care in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAM,"Medical care",U,R,1982-84=100,S
"CUUR0100SAM1     ","Medical care commodities in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAM1,"Medical care commodities",U,R,1982-84=100,S
"CUUR0100SAM2     ","Medical care services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAM2,"Medical care services",U,R,1982-84=100,S
"CUUR0100SAN      ","Nondurables in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAN,Nondurables,U,R,1982-84=100,S
"CUUR0100SANL1    ","Nondurables less food in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SANL1,"Nondurables less food",U,R,1982-84=100,S
"CUUR0100SANL11   ","Nondurables less food and beverages in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SANL11,"Nondurables less food and beverages",U,R,1982-84=100,S
"CUUR0100SANL113  ","Nondurables less food, beverages, and apparel in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SANL113,"Nondurables less food, beverages, and apparel",U,R,1982-84=100,S
"CUUR0100SANL13   ","Nondurables less food and apparel in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SANL13,"Nondurables less food and apparel",U,R,1982-84=100,S
"CUUR0100SAR      ","Recreation in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAR,Recreation,U,R,"DECEMBER 1997=100",S
"CUUR0100SARC     ","Recreation commodities in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SARC,"Recreation commodities",U,R,"DECEMBER 2009=100",S
"CUUR0100SARS     ","Recreation services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SARS,"Recreation services",U,R,"DECEMBER 2009=100",S
"CUUR0100SAS      ","Services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAS,Services,U,R,1982-84=100,S
"CUUR0100SAS2RS   ","Rent of shelter in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAS2RS,"Rent of shelter",U,R,"DECEMBER 1982=100",S
"CUUR0100SAS367   ","Other services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAS367,"Other services",U,R,1982-84=100,S
"CUUR0100SAS4     ","Transportation services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAS4,"Transportation services",U,R,1982-84=100,S
"CUUR0100SASL2RS  ","Services less rent of shelter in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SASL2RS,"Services less rent of shelter",U,R,"DECEMBER 1982=100",S
"CUUR0100SASL5    ","Services less medical care services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SASL5,"Services less medical care services",U,R,1982-84=100,S
"CUUR0100SASLE    ","Services less energy services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SASLE,"Services less energy services",U,R,1982-84=100,S
"CUUR0100SAT      ","Transportation in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAT,Transportation,U,R,1982-84=100,S
"CUUR0100SAT1     ","Private transportation in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SAT1,"Private transportation",U,R,1982-84=100,S
"CUUR0100SATCLTB  ","Transportation commodities less motor fuel in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SATCLTB,"Transportation commodities less motor fuel",U,R,"DECEMBER 2009=100",S
"CUUR0100SEEB     ","Tuition, other school fees, and childcare in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SEEB,"Tuition, other school fees, and childcare",U,R,"DECEMBER 1977=100",S
"CUUR0100SEFJ     ","Dairy and related products in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SEFJ,"Dairy and related products",U,R,1982-84=100,S
"CUUR0100SEFV     ","Food away from home in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SEFV,"Food away from home",U,R,1982-84=100,S
"CUUR0100SEHA     ","Rent of primary residence in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SEHA,"Rent of primary residence",U,R,1982-84=100,S
"CUUR0100SEHC     ","Owners' equivalent rent of residences in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SEHC,"Owners' equivalent rent of residences",U,R,"DECEMBER 1982=100",S
"CUUR0100SEHC01   ","Owners' equivalent rent of primary residence in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SEHC01,"Owners' equivalent rent of primary residence",U,R,"DECEMBER 1982=100",S
"CUUR0100SEHF     ","Energy services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SEHF,"Energy services",U,R,1982-84=100,S
"CUUR0100SEHF01   ","Electricity in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SEHF01,Electricity,U,R,1982-84=100,S
"CUUR0100SEHF02   ","Utility (piped) gas service in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SEHF02,"Utility (piped) gas service",U,R,1982-84=100,S
"CUUR0100SEMC     ","Professional services in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SEMC,"Professional services",U,R,1982-84=100,S
"CUUR0100SETA     ","New and used motor vehicles in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SETA,"New and used motor vehicles",U,R,"DECEMBER 1997=100",S
"CUUR0100SETA01   ","New vehicles in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SETA01,"New vehicles",U,R,1982-84=100,S
"CUUR0100SETA02   ","Used cars and trucks in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SETA02,"Used cars and trucks",U,R,1982-84=100,S
"CUUR0100SETB     ","Motor fuel in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SETB,"Motor fuel",U,R,1982-84=100,S
"CUUR0100SETB01   ","Gasoline (all types) in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SETB01,"Gasoline (all types)",U,R,1982-84=100,S
"CUUR0100SETE     ","Motor vehicle insurance in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SETE,"Motor vehicle insurance",U,R,"DECEMBER 1977=100",S
"CUUR0100SS45011  ","New cars in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SS45011,"New cars",U,R,1982-84=100,S
"CUUR0100SS4501A  ","New cars and trucks in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SS4501A,"New cars and trucks",U,R,"DECEMBER 1997=100",S
"CUUR0100SS47014  ","Gasoline, unleaded regular in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SS47014,"Gasoline, unleaded regular",U,R,1982-84=100,S
"CUUR0100SS47015  ","Gasoline, unleaded midgrade in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SS47015,"Gasoline, unleaded midgrade",U,R,"DECEMBER 1993=100",S
"CUUR0100SS47016  ","Gasoline, unleaded premium in Northeast urban, all urban consumers, not seasonally adjusted",0100,Northeast,SS47016,"Gasoline, unleaded premium",U,R,1982-84=100,S
"CUUR0110SA0      ","All items in New England, all urban consumers, not seasonally adjusted",0110,"New England",SA0,"All items",U,R,"DECEMBER 2017=100",S
"CUUR0110SA0E     ","Energy in New England, all urban consumers, not seasonally adjusted",0110,"New England",SA0E,Energy,U,R,"DECEMBER 2017=100",S
"CUUR0110SA0L1E   ","All items less food and energy in New England, all urban consumers, not seasonally adjusted",0110,"New England",SA0L1E,"All items less food and energy",U,R,"DECEMBER 2017=100",S
"CUUR0110SA0L2    ","All items less shelter in New England, all urban consumers, not seasonally adjusted",0110,"New England",SA0L2,"All items less shelter",U,R,"DECEMBER 2017=100",S
"CUUR0110SA0L5    ","All items less medical care in New England, all urban consumers, not seasonally adjusted",0110,"New England",SA0L5,"All items less medical care",U,R,"DECEMBER 2017=100",S
"CUUR0110SA0LE    ","All items less energy in New England, all urban consumers, not seasonally adjusted",0110,"New England",SA0LE,"All items less energy",U,R,"DECEMBER 2017=100",S
"CUUR0110SAA      ","Apparel in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAA,Apparel,U,R,"DECEMBER 2017=100",S
"CUUR0110SAC      ","Commodities in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAC,Commodities,U,R,"DECEMBER 2017=100",S
"CUUR0110SACL1    ","Commodities less food in New England, all urban consumers, not seasonally adjusted",0110,"New England",SACL1,"Commodities less food",U,R,"DECEMBER 2017=100",S
"CUUR0110SACL11   ","Commodities less food and beverages in New England, all urban consumers, not seasonally adjusted",0110,"New England",SACL11,"Commodities less food and beverages",U,R,"DECEMBER 2017=100",S
"CUUR0110SAD      ","Durables in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAD,Durables,U,R,"DECEMBER 2017=100",S
"CUUR0110SAE      ","Education and communication in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAE,"Education and communication",U,R,"DECEMBER 2017=100",S
"CUUR0110SAEC     ","Education and communication commodities in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAEC,"Education and communication commodities",U,R,"DECEMBER 2017=100",S
"CUUR0110SAES     ","Education and communication services in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAES,"Education and communication services",U,R,"DECEMBER 2017=100",S
"CUUR0110SAF      ","Food and beverages in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAF,"Food and beverages",U,R,"DECEMBER 2017=100",S
"CUUR0110SAF1     ","Food in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAF1,Food,U,R,"DECEMBER 2017=100",S
"CUUR0110SAF11    ","Food at home in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAF11,"Food at home",U,R,"DECEMBER 2017=100",S
"CUUR0110SAF111   ","Cereals and bakery products in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAF111,"Cereals and bakery products",U,R,"DECEMBER 2017=100",S
"CUUR0110SAF112   ","Meats, poultry, fish, and eggs in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAF112,"Meats, poultry, fish, and eggs",U,R,"DECEMBER 2017=100",S
"CUUR0110SAF113   ","Fruits and vegetables in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAF113,"Fruits and vegetables",U,R,"DECEMBER 2017=100",S
"CUUR0110SAF114   ","Nonalcoholic beverages and beverage materials in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAF114,"Nonalcoholic beverages and beverage materials",U,R,"DECEMBER 2017=100",S
"CUUR0110SAF115   ","Other food at home in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAF115,"Other food at home",U,R,"DECEMBER 2017=100",S
"CUUR0110SAF116   ","Alcoholic beverages in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAF116,"Alcoholic beverages",U,R,"DECEMBER 2017=100",S
"CUUR0110SAG      ","Other goods and services in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAG,"Other goods and services",U,R,"DECEMBER 2017=100",S
"CUUR0110SAGC     ","Other goods in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAGC,"Other goods",U,R,"DECEMBER 2017=100",S
"CUUR0110SAGS     ","Other personal services in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAGS,"Other personal services",U,R,"DECEMBER 2017=100",S
"CUUR0110SAH      ","Housing in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAH,Housing,U,R,"DECEMBER 2017=100",S
"CUUR0110SAH1     ","Shelter in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAH1,Shelter,U,R,"DECEMBER 2017=100",S
"CUUR0110SAH2     ","Fuels and utilities in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAH2,"Fuels and utilities",U,R,"DECEMBER 2017=100",S
"CUUR0110SAH21    ","Household energy in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAH21,"Household energy",U,R,"DECEMBER 2017=100",S
"CUUR0110SAH3     ","Household furnishings and operations in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAH3,"Household furnishings and operations",U,R,"DECEMBER 2017=100",S
"CUUR0110SAH31    ","Household furnishings and supplies in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAH31,"Household furnishings and supplies",U,R,"DECEMBER 2017=100",S
"CUUR0110SAM      ","Medical care in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAM,"Medical care",U,R,"DECEMBER 2017=100",S
"CUUR0110SAN      ","Nondurables in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAN,Nondurables,U,R,"DECEMBER 2017=100",S
"CUUR0110SANL1    ","Nondurables less food in New England, all urban consumers, not seasonally adjusted",0110,"New England",SANL1,"Nondurables less food",U,R,"DECEMBER 2017=100",S
"CUUR0110SANL11   ","Nondurables less food and beverages in New England, all urban consumers, not seasonally adjusted",0110,"New England",SANL11,"Nondurables less food and beverages",U,R,"DECEMBER 2017=100",S
"CUUR0110SAR      ","Recreation in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAR,Recreation,U,R,"DECEMBER 2017=100",S
"CUUR0110SAS      ","Services in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAS,Services,U,R,"DECEMBER 2017=100",S
"CUUR0110SASL2RS  ","Services less rent of shelter in New England, all urban consumers, not seasonally adjusted",0110,"New England",SASL2RS,"Services less rent of shelter",U,R,"DECEMBER 2017=100",S
"CUUR0110SASL5    ","Services less medical care services in New England, all urban consumers, not seasonally adjusted",0110,"New England",SASL5,"Services less medical care services",U,R,"DECEMBER 2017=100",S
"CUUR0110SAT      ","Transportation in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAT,Transportation,U,R,"DECEMBER 2017=100",S
"CUUR0110SAT1     ","Private transportation in New England, all urban consumers, not seasonally adjusted",0110,"New England",SAT1,"Private transportation",U,R,"DECEMBER 2017=100",S
"CUUR0110SATCLTB  ","Transportation commodities less motor fuel in New England, all urban consumers, not seasonally adjusted",0110,"New England",SATCLTB,"Transportation commodities less motor fuel",U,R,"DECEMBER 2017=100",S
"CUUR0110SEEB     ","Tuition, other school fees, and childcare in New England, all urban consumers, not seasonally adjusted",0110,"New England",SEEB,"Tuition, other school fees, and childcare",U,R,"DECEMBER 2017=100",S
"CUUR0110SEFJ     ","Dairy and related products in New England, all urban consumers, not seasonally adjusted",0110,"New England",SEFJ,"Dairy and related products",U,R,"DECEMBER 2017=100",S
"CUUR0110SEFV     ","Food away from home in New England, all urban consumers, not seasonally adjusted",0110,"New England",SEFV,"Food away from home",U,R,"DECEMBER 2017=100",S
"CUUR0110SEHA     ","Rent of primary residence in New England, all urban consumers, not seasonally adjusted",0110,"New England",SEHA,"Rent of primary residence",U,R,"DECEMBER 2017=100",S
"CUUR0110SEHC     ","Owners' equivalent rent of residences in New England, all urban consumers, not seasonally adjusted",0110,"New England",SEHC,"Owners' equivalent rent of residences",U,R,"DECEMBER 2017=100",S
"CUUR0110SEHC01   ","Owners' equivalent rent of primary residence in New England, all urban consumers, not seasonally adjusted",0110,"New England",SEHC01,"Owners' equivalent rent of primary residence",U,R,"DECEMBER 2017=100",S
"CUUR0110SEHF     ","Energy services in New England, all urban consumers, not seasonally adjusted",0110,"New England",SEHF,"Energy services",U,R,"DECEMBER 2017=100",S
"CUUR0110SEHF01   ","Electricity in New England, all urban consumers, not seasonally adjusted",0110,"New England",SEHF01,Electricity,U,R,"DECEMBER 2017=100",S
"CUUR0110SEHF02   ","Utility (piped) gas service in New England, all urban consumers, not seasonally adjusted",0110,"New England",SEHF02,"Utility (piped) gas service",U,R,"DECEMBER 2017=100",S
"CUUR0110SETA     ","New and used motor vehicles in New England, all urban consumers, not seasonally adjusted",0110,"New England",SETA,"New and used motor vehicles",U,R,"DECEMBER 2017=100",S
"CUUR0110SETA01   ","New vehicles in New England, all urban consumers, not seasonally adjusted",0110,"New England",SETA01,"New vehicles",U,R,"DECEMBER 2017=100",S
"CUUR0110SETA02   ","Used cars and trucks in New England, all urban consumers, not seasonally adjusted",0110,"New England",SETA02,"Used cars and trucks",U,R,"DECEMBER 2017=100",S
"CUUR0110SETB     ","Motor fuel in New England, all urban consumers, not seasonally adjusted",0110,"New England",SETB,"Motor fuel",U,R,"DECEMBER 2017=100",S
"CUUR0110SETB01   ","Gasoline (all types) in New England, all urban consumers, not seasonally adjusted",0110,"New England",SETB01,"Gasoline (all types)",U,R,"DECEMBER 2017=100",S
"CUUR0110SETE     ","Motor vehicle insurance in New England, all urban consumers, not seasonally adjusted",0110,"New England",SETE,"Motor vehicle insurance",U,R,"DECEMBER 2017=100",S
"CUUR0110SS47014  ","Gasoline, unleaded regular in New England, all urban consumers, not seasonally adjusted",0110,"New England",SS47014,"Gasoline, unleaded regular",U,R,"DECEMBER 2017=100",S
"CUUR0110SS47015  ","Gasoline, unleaded midgrade in New England, all urban consumers, not seasonally adjusted",0110,"New England",SS47015,"Gasoline, unleaded midgrade",U,R,"DECEMBER 2017=100",S
"CUUR0110SS47016  ","Gasoline, unleaded premium in New England, all urban consumers, not seasonally adjusted",0110,"New England",SS47016,"Gasoline, unleaded premium",U,R,"DECEMBER 2017=100",S
"CUUR0120SA0      ","All items in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SA0,"All items",U,R,"DECEMBER 2017=100",S
"CUUR0120SA0E     ","Energy in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SA0E,Energy,U,R,"DECEMBER 2017=100",S
"CUUR0120SA0L1E   ","All items less food and energy in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SA0L1E,"All items less food and energy",U,R,"DECEMBER 2017=100",S
"CUUR0120SA0L2    ","All items less shelter in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SA0L2,"All items less shelter",U,R,"DECEMBER 2017=100",S
"CUUR0120SA0L5    ","All items less medical care in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SA0L5,"All items less medical care",U,R,"DECEMBER 2017=100",S
"CUUR0120SA0LE    ","All items less energy in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SA0LE,"All items less energy",U,R,"DECEMBER 2017=100",S
"CUUR0120SAA      ","Apparel in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAA,Apparel,U,R,"DECEMBER 2017=100",S
"CUUR0120SAC      ","Commodities in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAC,Commodities,U,R,"DECEMBER 2017=100",S
"CUUR0120SACL1    ","Commodities less food in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SACL1,"Commodities less food",U,R,"DECEMBER 2017=100",S
"CUUR0120SACL11   ","Commodities less food and beverages in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SACL11,"Commodities less food and beverages",U,R,"DECEMBER 2017=100",S
"CUUR0120SAD      ","Durables in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAD,Durables,U,R,"DECEMBER 2017=100",S
"CUUR0120SAE      ","Education and communication in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAE,"Education and communication",U,R,"DECEMBER 2017=100",S
"CUUR0120SAEC     ","Education and communication commodities in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAEC,"Education and communication commodities",U,R,"DECEMBER 2017=100",S
"CUUR0120SAES     ","Education and communication services in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAES,"Education and communication services",U,R,"DECEMBER 2017=100",S
"CUUR0120SAF      ","Food and beverages in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAF,"Food and beverages",U,R,"DECEMBER 2017=100",S
"CUUR0120SAF1     ","Food in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAF1,Food,U,R,"DECEMBER 2017=100",S
"CUUR0120SAF11    ","Food at home in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAF11,"Food at home",U,R,"DECEMBER 2017=100",S
"CUUR0120SAF111   ","Cereals and bakery products in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAF111,"Cereals and bakery products",U,R,"DECEMBER 2017=100",S
"CUUR0120SAF112   ","Meats, poultry, fish, and eggs in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAF112,"Meats, poultry, fish, and eggs",U,R,"DECEMBER 2017=100",S
"CUUR0120SAF113   ","Fruits and vegetables in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAF113,"Fruits and vegetables",U,R,"DECEMBER 2017=100",S
"CUUR0120SAF114   ","Nonalcoholic beverages and beverage materials in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAF114,"Nonalcoholic beverages and beverage materials",U,R,"DECEMBER 2017=100",S
"CUUR0120SAF115   ","Other food at home in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAF115,"Other food at home",U,R,"DECEMBER 2017=100",S
"CUUR0120SAF116   ","Alcoholic beverages in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAF116,"Alcoholic beverages",U,R,"DECEMBER 2017=100",S
"CUUR0120SAG      ","Other goods and services in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAG,"Other goods and services",U,R,"DECEMBER 2017=100",S
"CUUR0120SAGC     ","Other goods in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAGC,"Other goods",U,R,"DECEMBER 2017=100",S
"CUUR0120SAGS     ","Other personal services in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAGS,"Other personal services",U,R,"DECEMBER 2017=100",S
"CUUR0120SAH      ","Housing in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAH,Housing,U,R,"DECEMBER 2017=100",S
"CUUR0120SAH1     ","Shelter in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAH1,Shelter,U,R,"DECEMBER 2017=100",S
"CUUR0120SAH2     ","Fuels and utilities in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAH2,"Fuels and utilities",U,R,"DECEMBER 2017=100",S
"CUUR0120SAH21    ","Household energy in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAH21,"Household energy",U,R,"DECEMBER 2017=100",S
"CUUR0120SAH3     ","Household furnishings and operations in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAH3,"Household furnishings and operations",U,R,"DECEMBER 2017=100",S
"CUUR0120SAH31    ","Household furnishings and supplies in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAH31,"Household furnishings and supplies",U,R,"DECEMBER 2017=100",S
"CUUR0120SAM      ","Medical care in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAM,"Medical care",U,R,"DECEMBER 2017=100",S
"CUUR0120SAN      ","Nondurables in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAN,Nondurables,U,R,"DECEMBER 2017=100",S
"CUUR0120SANL1    ","Nondurables less food in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SANL1,"Nondurables less food",U,R,"DECEMBER 2017=100",S
"CUUR0120SANL11   ","Nondurables less food and beverages in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SANL11,"Nondurables less food and beverages",U,R,"DECEMBER 2017=100",S
"CUUR0120SAR      ","Recreation in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAR,Recreation,U,R,"DECEMBER 2017=100",S
"CUUR0120SAS      ","Services in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SAS,Services,U,R,"DECEMBER 2017=100",S
"CUUR0120SASL2RS  ","Services less rent of shelter in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SASL2RS,"Services less rent of shelter",U,R,"DECEMBER 2017=100",S
"CUUR0120SASL5    ","Services less medical care services in Middle Atlantic, all urban consumers, not seasonally adjusted",0120,"Middle Atlantic",SASL5,"Services less medical care services",U,R,"DECEMBER 2017=100",S
